jurisdictionId,state,name,ahjNational,necVersions,jurisdictionTs,distinctValues,whichShips
"ok-stephens-duncan","OK","City of Duncan Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-stephens-stephens-county","OK","Stephens County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-texas-texas-county","OK","Texas County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-tillman-tillman-county","OK","Tillman County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-tulsa-broken-arrow","OK","City of Broken Arrow Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-tulsa-tulsa-county","OK","Tulsa County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-wagoner-wagoner-county","OK","Wagoner County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-washington-bartlesville","OK","City of Bartlesville Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-washington-washington-county","OK","Washington County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-washita-washita-county","OK","Washita County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-woods-woods-county","OK","Woods County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"ok-woodward-woodward-county","OK","Woodward County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-adams-adams-county","PA","Adams County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-allegheny-allegheny-county","PA","Allegheny County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-armstrong-armstrong-county","PA","Armstrong County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-beaver-beaver-county","PA","Beaver County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-bedford-bedford-county","PA","Bedford County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-berks-reading","PA","City of Reading Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-berks-berks-county","PA","Berks County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-blair-blair-county","PA","Blair County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-bradford-bradford-county","PA","Bradford County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-bucks-bucks-county","PA","Bucks County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-butler-butler-county","PA","Butler County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-cambria-cambria-county","PA","Cambria County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-cameron-cameron-county","PA","Cameron County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-carbon-carbon-county","PA","Carbon County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-centre-centre-county","PA","Centre County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-chester-chester-county","PA","Chester County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-clarion-clarion-county","PA","Clarion County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-clearfield-clearfield-county","PA","Clearfield County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-clinton-clinton-county","PA","Clinton County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-columbia-columbia-county","PA","Columbia County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-crawford-crawford-county","PA","Crawford County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-cumberland-cumberland-county","PA","Cumberland County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-dauphin-dauphin-county","PA","Dauphin County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-delaware-delaware-county","PA","Delaware County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-elk-elk-county","PA","Elk County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-erie-erie","PA","City of Erie Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-erie-erie-county","PA","Erie County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-fayette-fayette-county","PA","Fayette County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-forest-forest-county","PA","Forest County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-franklin-franklin-county","PA","Franklin County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-fulton-fulton-county","PA","Fulton County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-greene-greene-county","PA","Greene County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-huntingdon-huntingdon-county","PA","Huntingdon County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-indiana-indiana-county","PA","Indiana County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-jefferson-jefferson-county","PA","Jefferson County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-juniata-juniata-county","PA","Juniata County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lackawanna-scranton","PA","City of Scranton Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lackawanna-lackawanna-county","PA","Lackawanna County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lancaster-lancaster","PA","City of Lancaster Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lancaster-lancaster-county","PA","Lancaster County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lawrence-lawrence-county","PA","Lawrence County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lebanon-lebanon-county","PA","Lebanon County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lehigh-allentown","PA","City of Allentown Building & Code Enforcement","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lehigh-lehigh-county","PA","Lehigh County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-luzerne-luzerne-county","PA","Luzerne County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-lycoming-lycoming-county","PA","Lycoming County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-mckean-mckean-county","PA","McKean County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-mercer-mercer-county","PA","Mercer County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-mifflin-mifflin-county","PA","Mifflin County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-monroe-monroe-county","PA","Monroe County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-montgomery-montgomery-county","PA","Montgomery County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-montour-montour-county","PA","Montour County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-northampton-bethlehem","PA","City of Bethlehem Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-northampton-northampton-county","PA","Northampton County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-northumberland-northumberland-county","PA","Northumberland County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-perry-perry-county","PA","Perry County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-philadelphia-philadelphia-county","PA","Philadelphia County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-pike-pike-county","PA","Pike County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-potter-potter-county","PA","Potter County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-schuylkill-schuylkill-county","PA","Schuylkill County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-snyder-snyder-county","PA","Snyder County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-somerset-somerset-county","PA","Somerset County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-sullivan-sullivan-county","PA","Sullivan County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-susquehanna-susquehanna-county","PA","Susquehanna County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-tioga-tioga-county","PA","Tioga County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-union-union-county","PA","Union County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-venango-venango-county","PA","Venango County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-warren-warren-county","PA","Warren County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-washington-washington-county","PA","Washington County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-wayne-wayne-county","PA","Wayne County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-westmoreland-westmoreland-county","PA","Westmoreland County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-wyoming-wyoming-county","PA","Wyoming County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-york-york-county","PA","York County Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"pa-york-york","PA","City of York Building Department","2020","2017","","2020|2017","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-abbeville-abbeville-county","SC","Abbeville County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-aiken-aiken","SC","City of Aiken Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-aiken-aiken-county","SC","Aiken County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-allendale-allendale-county","SC","Allendale County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-anderson-anderson","SC","City of Anderson Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-anderson-anderson-county","SC","Anderson County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-bamberg-bamberg-county","SC","Bamberg County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-barnwell-barnwell-county","SC","Barnwell County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-beaufort-hilton-head","SC","Town of Hilton Head Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-beaufort-beaufort-county","SC","Beaufort County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-berkeley-goose-creek","SC","City of Goose Creek Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-berkeley-berkeley-county","SC","Berkeley County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-calhoun-calhoun-county","SC","Calhoun County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-charleston-mount-pleasant","SC","Town of Mount Pleasant Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-charleston-north-charleston","SC","City of North Charleston Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-charleston-charleston-county","SC","Charleston County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-cherokee-cherokee-county","SC","Cherokee County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-chester-chester-county","SC","Chester County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-chesterfield-chesterfield-county","SC","Chesterfield County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-clarendon-clarendon-county","SC","Clarendon County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-colleton-colleton-county","SC","Colleton County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-darlington-darlington-county","SC","Darlington County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-dillon-dillon-county","SC","Dillon County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-dorchester-summerville","SC","Town of Summerville Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-dorchester-dorchester-county","SC","Dorchester County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-edgefield-edgefield-county","SC","Edgefield County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-fairfield-fairfield-county","SC","Fairfield County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-florence-florence","SC","City of Florence Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-florence-florence-county","SC","Florence County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-georgetown-georgetown-county","SC","Georgetown County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-greenville-greenville-county","SC","Greenville County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-greenwood-greenwood-county","SC","Greenwood County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-hampton-hampton-county","SC","Hampton County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-horry-horry-county","SC","Horry County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-jasper-jasper-county","SC","Jasper County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-kershaw-kershaw-county","SC","Kershaw County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-lancaster-lancaster-county","SC","Lancaster County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-laurens-laurens-county","SC","Laurens County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-lee-lee-county","SC","Lee County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-lexington-lexington-county","SC","Lexington County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-marion-marion-county","SC","Marion County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-marlboro-marlboro-county","SC","Marlboro County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-mccormick-mccormick-county","SC","McCormick County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-newberry-newberry-county","SC","Newberry County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-oconee-oconee-county","SC","Oconee County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-orangeburg-orangeburg-county","SC","Orangeburg County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-pickens-pickens-county","SC","Pickens County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-richland-richland-county","SC","Richland County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-saluda-saluda-county","SC","Saluda County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-spartanburg-spartanburg","SC","City of Spartanburg Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-spartanburg-spartanburg-county","SC","Spartanburg County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-sumter-sumter-county","SC","Sumter County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-union-union-county","SC","Union County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-williamsburg-williamsburg-county","SC","Williamsburg County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-york-rock-hill","SC","City of Rock Hill Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sc-york-york-county","SC","York County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-aurora-aurora-county","SD","Aurora County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-beadle-huron","SD","City of Huron Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-beadle-beadle-county","SD","Beadle County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-bennett-bennett-county","SD","Bennett County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-bon-homme-bon-homme-county","SD","Bon Homme County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-brookings-brookings","SD","City of Brookings Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-brookings-brookings-county","SD","Brookings County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-brown-aberdeen","SD","City of Aberdeen Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-brown-brown-county","SD","Brown County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-brule-brule-county","SD","Brule County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-buffalo-buffalo-county","SD","Buffalo County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-butte-butte-county","SD","Butte County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-campbell-campbell-county","SD","Campbell County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-charles-mix-charles-mix-county","SD","Charles Mix County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-clark-clark-county","SD","Clark County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-clay-clay-county","SD","Clay County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-clay-vermillion","SD","City of Vermillion Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-codington-codington-county","SD","Codington County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-codington-watertown","SD","City of Watertown Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-corson-corson-county","SD","Corson County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-custer-custer-county","SD","Custer County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-davison-mitchell","SD","City of Mitchell Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-davison-davison-county","SD","Davison County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-day-day-county","SD","Day County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-deuel-deuel-county","SD","Deuel County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-dewey-dewey-county","SD","Dewey County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-douglas-douglas-county","SD","Douglas County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-edmunds-edmunds-county","SD","Edmunds County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-fall-river-fall-river-county","SD","Fall River County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-faulk-faulk-county","SD","Faulk County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-grant-grant-county","SD","Grant County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-gregory-gregory-county","SD","Gregory County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-haakon-haakon-county","SD","Haakon County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hamlin-hamlin-county","SD","Hamlin County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hand-hand-county","SD","Hand County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hanson-hanson-county","SD","Hanson County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-harding-harding-county","SD","Harding County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hughes-pierre","SD","City of Pierre Building Dept","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hughes-hughes-county","SD","Hughes County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hutchinson-hutchinson-county","SD","Hutchinson County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-hyde-hyde-county","SD","Hyde County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-jackson-jackson-county","SD","Jackson County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-jerauld-jerauld-county","SD","Jerauld County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-jones-jones-county","SD","Jones County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-kingsbury-kingsbury-county","SD","Kingsbury County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-lake-lake-county","SD","Lake County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-lawrence-lawrence-county","SD","Lawrence County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-lincoln-lincoln-county","SD","Lincoln County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-lyman-lyman-county","SD","Lyman County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
"sd-marshall-marshall-county","SD","Marshall County Building Department","2017","2020","","2017|2020","necVersions (state-adoption-table) — ahj-national is fallback-only and never adopts"
